Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
200.00,3,TRUE,TRUE,TRUE,Golestan,2400000000.00,80000.00
106.00,2,TRUE,TRUE,TRUE,Golestan,1100000000.00,36666.67
320.00,4,TRUE,TRUE,TRUE,Saadat Abad,24000000000.00,800000.00
114.00,2,TRUE,TRUE,TRUE,West Pars,3820000000.00,127333.33
100.00,2,TRUE,TRUE,TRUE,Punak,6000000000.00,200000.00
122.00,2,TRUE,TRUE,TRUE,Saadat Abad,5800000000.00,193333.33
200.00,2,TRUE,TRUE,FALSE,Damavand,3500000000.00,116666.67
154.00,3,TRUE,TRUE,TRUE,Saadat Abad,12300000000.00,410000.00
210.00,3,TRUE,TRUE,TRUE,Pasdaran,15750000000.00,525000.00
200.00,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,11000000000.00,366666.67
65.00,1,TRUE,TRUE,TRUE,Southern Janatabad,3000000000.00,100000.00
124.00,3,TRUE,TRUE,TRUE,Pirouzi,3968000000.00,132266.67
83.00,2,TRUE,TRUE,TRUE,Republic,1909000000.00,63633.33
270.00,4,TRUE,TRUE,TRUE,Farmanieh,37800000000.00,1260000.00
104.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,5700000000.00,190000.00
150.00,3,TRUE,TRUE,TRUE,Zaferanieh,10490000000.00,349666.67
103.00,3,TRUE,TRUE,TRUE,West Ferdows Boulevard,3200000000.00,106666.67
48.00,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,1920000000.00,64000.00
165.00,3,TRUE,TRUE,TRUE,Gheitarieh,12300000000.00,410000.00
135.00,2,TRUE,TRUE,FALSE,Gheitarieh,7400000000.00,246666.67
86.00,2,TRUE,TRUE,TRUE,Saadat Abad,6200000000.00,206666.67
75.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2350000000.00,78333.33
58.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1850000000.00,61666.67
125.00,2,TRUE,TRUE,TRUE,Shahrake Gharb,21500000000.00,716666.67
82.00,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1886000000.00,62866.67
58.00,2,TRUE,TRUE,TRUE,Shahran,2200000000.00,73333.33
101.00,2,TRUE,TRUE,TRUE,Beryanak,2323000000.00,77433.33
90.00,2,TRUE,TRUE,TRUE,Niavaran,6800000000.00,226666.67
180.00,3,TRUE,TRUE,TRUE,Farmanieh,20700000000.00,690000.00
132.00,3,TRUE,TRUE,TRUE,Gheitarieh,6250000000.00,208333.33
81.00,2,TRUE,TRUE,TRUE,Valiasr,1863000000.00,62100.00
153.00,3,TRUE,TRUE,TRUE,Pasdaran,13000000000.00,433333.33
166.00,3,TRUE,TRUE,TRUE,Qalandari,12500000000.00,416666.67
200.00,3,TRUE,TRUE,TRUE,Pasdaran,17000000000.00,566666.67
113.00,2,TRUE,TRUE,TRUE,Pasdaran,8500000000.00,283333.33
100.00,2,TRUE,TRUE,TRUE,Valiasr,2300000000.00,76666.67
80.00,2,TRUE,TRUE,TRUE,Central Janatabad,3350000000.00,111666.67
76.00,2,TRUE,TRUE,TRUE,Jeyhoon,2000000000.00,66666.67
128.00,3,TRUE,TRUE,TRUE,Punak,5700000000.00,190000.00
210.00,3,TRUE,TRUE,TRUE,Shahrake Gharb,27000000000.00,900000.00
140.00,2,TRUE,TRUE,TRUE,Shahrake Gharb,12600000000.00,420000.00
74.00,2,TRUE,TRUE,TRUE,Amir Bahador,1702000000.00,56733.33
75.00,1,TRUE,TRUE,TRUE,Central Janatabad,3000000000.00,100000.00
120.00,2,TRUE,TRUE,TRUE,Pasdaran,7500000000.00,250000.00
120.00,2,TRUE,TRUE,TRUE,Pasdaran,7500000000.00,250000.00
85.00,2,TRUE,TRUE,TRUE,Ekhtiarieh,5000000000.00,166666.67
105.00,2,TRUE,TRUE,TRUE,Pardis,700000000.00,23333.33
175.00,3,TRUE,TRUE,TRUE,Farmanieh,15600000000.00,520000.00
170.00,3,TRUE,TRUE,TRUE,Farmanieh,15350000000.00,511666.67
58.00,1,TRUE,TRUE,TRUE,Ekbatan,2810000000.00,93666.67
75.00,2,TRUE,TRUE,TRUE,Parand,395000000.00,13166.67
160.00,3,TRUE,TRUE,TRUE,Gheitarieh,15100000000.00,503333.33
62.00,1,TRUE,TRUE,TRUE,Shahran,1850000000.00,61666.67
93.00,2,TRUE,TRUE,TRUE,Rudhen,1450000000.00,48333.33
75.00,2,TRUE,TRUE,TRUE,Islamshahr,715000000.00,23833.33
86.00,2,TRUE,TRUE,FALSE,Islamshahr,1200000000.00,40000.00
120.00,2,TRUE,TRUE,TRUE,Southern Program Organization,4260000000.00,142000.00
95.00,2,TRUE,TRUE,TRUE,Andisheh,1500000000.00,50000.00
70.00,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,2120000000.00,70666.67
75.00,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,2000000000.00,66666.67
81.00,2,TRUE,FALSE,TRUE,Pardis,590000000.00,19666.67
65.00,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,1930000000.00,64333.33
75.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2730000000.00,91000.00
106.00,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,3150000000.00,105000.00
115.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,4600000000.00,153333.33
100.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3000000000.00,100000.00
118.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,4500000000.00,150000.00
116.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,5100000000.00,170000.00
76.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2200000000.00,73333.33
74.00,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,2300000000.00,76666.67
96.00,2,TRUE,TRUE,TRUE,Saadat Abad,4500000000.00,150000.00
87.00,2,TRUE,TRUE,TRUE,Pardis,625000000.00,20833.33
43.00,1,TRUE,TRUE,FALSE,Northern Janatabad,1620000000.00,54000.00
155.00,3,TRUE,TRUE,TRUE,Niavaran,17050000000.00,568333.33
53.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1920000000.00,64000.00
160.00,3,TRUE,TRUE,TRUE,Farmanieh,17600000000.00,586666.67
78.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2250000000.00,75000.00
230.00,3,TRUE,TRUE,TRUE,Niavaran,25300000000.00,843333.33
55.00,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,1850000000.00,61666.67
120.00,2,TRUE,TRUE,FALSE,Saadat Abad,11700000000.00,390000.00
78.00,2,TRUE,TRUE,TRUE,Southern Janatabad,3600000000.00,120000.00
95.00,2,TRUE,TRUE,TRUE,Southern Janatabad,4400000000.00,146666.67
170.00,3,TRUE,TRUE,TRUE,Gheitarieh,15400000000.00,513333.33
175.00,3,TRUE,TRUE,TRUE,Shahrake Gharb,22750000000.00,758333.33
115.00,3,TRUE,TRUE,TRUE,Punak,4500000000.00,150000.00
113.00,2,TRUE,TRUE,TRUE,Punak,4300000000.00,143333.33
85.00,2,TRUE,TRUE,TRUE,Punak,3380000000.00,112666.67
140.00,3,TRUE,TRUE,TRUE,Saadat Abad,10000000000.00,333333.33
90.00,2,TRUE,TRUE,TRUE,Saadat Abad,6500000000.00,216666.67
63.00,1,TRUE,FALSE,FALSE,Punak,2200000000.00,73333.33
75.00,2,TRUE,TRUE,TRUE,Central Janatabad,3220000000.00,107333.33
130.00,3,TRUE,TRUE,TRUE,Punak,6240000000.00,208000.00
91.00,2,TRUE,TRUE,TRUE,Punak,3350000000.00,111666.67
121.00,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3650000000.00,121666.67
140.00,3,TRUE,TRUE,TRUE,Saadat Abad,15500000000.00,516666.67
126.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,5500000000.00,183333.33
450.00,2,TRUE,TRUE,FALSE,Absard,4200000000.00,140000.00
500.00,2,TRUE,TRUE,FALSE,Absard,3900000000.00,130000.00
110.00,1,TRUE,TRUE,TRUE,Pasdaran,6600000000.00,220000.00
145.00,3,TRUE,TRUE,TRUE,Haft Tir,4700000000.00,156666.67
81.00,2,TRUE,TRUE,TRUE,Shahrake Qods,810000000.00,27000.00
64.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2200000000.00,73333.33
112.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3680000000.00,122666.67
192.00,3,TRUE,TRUE,TRUE,Marzdaran,12670000000.00,422333.33
164.00,3,TRUE,TRUE,TRUE,Marzdaran,10000000000.00,333333.33
135.00,3,TRUE,TRUE,TRUE,Pasdaran,8100000000.00,270000.00
170.00,3,TRUE,TRUE,TRUE,Mahallati,9200000000.00,306666.67
130.00,3,TRUE,TRUE,TRUE,Mahallati,5200000000.00,173333.33
84.00,2,TRUE,TRUE,TRUE,Shahran,3400000000.00,113333.33
82.00,2,TRUE,TRUE,TRUE,Shahran,3550000000.00,118333.33
265.00,3,TRUE,TRUE,TRUE,Farmanieh,20000000000.00,666666.67
60.00,1,TRUE,TRUE,TRUE,Southern Janatabad,1950000000.00,65000.00
145.00,3,TRUE,TRUE,TRUE,Pasdaran,15500000000.00,516666.67
65.00,1,FALSE,TRUE,TRUE,Southern Janatabad,2000000000.00,66666.67
60.00,1,TRUE,TRUE,FALSE,Southern Janatabad,2280000000.00,76000.00
63.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2000000000.00,66666.67
70.00,2,TRUE,TRUE,TRUE,Southern Janatabad,1950000000.00,65000.00
92.00,2,TRUE,TRUE,TRUE,Feiz Garden,3900000000.00,130000.00
98.00,2,TRUE,TRUE,TRUE,Pasdaran,7800000000.00,260000.00
62.00,1,TRUE,TRUE,TRUE,Southern Janatabad,2280000000.00,76000.00
65.00,1,TRUE,TRUE,TRUE,Punak,2900000000.00,96666.67
90.00,2,TRUE,TRUE,TRUE,Ozgol,5000000000.00,166666.67
59.00,2,TRUE,TRUE,TRUE,Southern Janatabad,1900000000.00,63333.33
63.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2000000000.00,66666.67
60.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2200000000.00,73333.33
70.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2500000000.00,83333.33
60.00,1,TRUE,TRUE,TRUE,Southern Janatabad,2200000000.00,73333.33
165.00,3,TRUE,TRUE,TRUE,Pasdaran,10500000000.00,350000.00
135.00,2,TRUE,TRUE,TRUE,Zaferanieh,17500000000.00,583333.33
65.00,1,TRUE,TRUE,TRUE,Southern Janatabad,2000000000.00,66666.67
60.00,1,TRUE,TRUE,TRUE,Southern Janatabad,2250000000.00,75000.00
60.00,1,TRUE,TRUE,TRUE,Southern Janatabad,2250000000.00,75000.00
86.00,2,TRUE,TRUE,TRUE,Southern Janatabad,3600000000.00,120000.00
109.00,2,TRUE,TRUE,TRUE,Heravi,6000000000.00,200000.00
98.00,2,TRUE,TRUE,FALSE,Narmak,2842000000.00,94733.33
80.00,2,TRUE,TRUE,TRUE,Central Janatabad,3120000000.00,104000.00
143.00,3,TRUE,TRUE,TRUE,Gheitarieh,8860000000.00,295333.33
95.00,2,TRUE,TRUE,TRUE,Saadat Abad,4550000000.00,151666.67
86.00,2,TRUE,TRUE,TRUE,Punak,3700000000.00,123333.33
160.00,3,TRUE,TRUE,TRUE,Gheitarieh,10000000000.00,333333.33
200.00,3,TRUE,TRUE,TRUE,Pasdaran,16580000000.00,552666.67
74.00,1,TRUE,TRUE,TRUE,Punak,3250000000.00,108333.33
350.00,3,TRUE,TRUE,TRUE,Zaferanieh,52500000000.00,1750000.00
87.00,2,TRUE,TRUE,TRUE,Northern Janatabad,3550000000.00,118333.33
82.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3450000000.00,115000.00
55.00,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,2490000000.00,83000.00
148.00,3,TRUE,TRUE,TRUE,Ekhtiarieh,8400000000.00,280000.00
55.00,1,TRUE,FALSE,TRUE,Shahr-e-Ziba,2020000000.00,67333.33
100.00,2,TRUE,TRUE,FALSE,Southern Janatabad,3800000000.00,126666.67
55.00,1,FALSE,TRUE,FALSE,West Ferdows Boulevard,1550000000.00,51666.67
130.00,3,TRUE,TRUE,TRUE,Central Janatabad,5300000000.00,176666.67
335.00,4,TRUE,TRUE,TRUE,Saadat Abad,33500000000.00,1116666.67
320.00,4,TRUE,TRUE,TRUE,Saadat Abad,40000000000.00,1333333.33
192.00,3,TRUE,TRUE,TRUE,Saadat Abad,19500000000.00,650000.00
100.00,2,TRUE,TRUE,TRUE,Gheitarieh,8000000000.00,266666.67
148.00,3,TRUE,TRUE,TRUE,Saadat Abad,14800000000.00,493333.33
